ID;Hora_de_inicio;Hora_de_finalizacion;Correo_electronico;Usted_nacio_entre;Sexo;Sede__0;Usted_labora_en_la_sucursal_Barranquilla_en;Usted_labora_en_la_sucursal_Bogotá_en;Usted_ingreso_a_trabajar_en_West_Army_Security_Ltda_en_el_ano;Nivel_academico_alcanzado_hasta_ahora;Estado_civil;Tiene_hijos;Es_usted;Cargo_por_favor_escriba_su_respuesta;En_mi_trabajo_me_siento_lleno_de_energia;Mi_trabajo_esta_lleno_de_significado_y_proposito;El_tiempo_vuela_cuando_estoy_trabajando;Soy_fuerte_y_vigoroso_en_mi_trabajo;Estoy_entusiasmado_con_mi_trabajo;Cuando_estoy_trabajando_olvido_todo_lo_que_pasa_alrededor_de_mi;Mi_trabajo_me_inspira;Cuando_me_levanto_por_las_mananas_tengo_ganas_de_ir_a_trabajar;Soy_feliz_cuando_estoy_concentrado_en_mi_trabajo;Estoy_orgulloso_del_trabajo_que_hago;Estoy_inmerso_en_mi_trabajo;Puedo_continuar_trabajando_durante_largos_periodos_de_tiempo;Mi_trabajo_es_retador;Me_dejo_llevar_por_mi_trabajo;Soy_muy_persistente_en_mi_trabajo;Me_es_dificil_desconectarme_de_mi_trabajo;Incluso_cuando_las_cosas_no_van_bien_continuo_trabajando;Poseo_las_herramientas_de_trabajo_necesarias_para_desarrollar_mi_trabajo;El_proceso_para_obtener_nuevas_herramientas_o_remplazar_las_existentes_es_facil_y_rapido;Tengo_puesto_de_trabajo_;Mi_puesto_de_trabajo_esta_en_adecuadas_condiciones;Tengo_claras_las_normas_de_seguridad_y_salud_en_el_trabajo;Hago_pausas_activas_diarias;Dimension_Ciclo_de_vida_del_colaborador_en_la_compania;Recibi_entrenamiento_al_cargo;Recibi_Induccion_de_la_empresa_(sistemas_de_gestion_vision_mision);He_recibido_capacitacion_que_fomente_mi_crecimiento_profesional;He_recibido_capacitacion_que_fomente_mi_crecimiento_personal;Se_con_claridad_que_debo_hacer_y_como_miden_mis_resultados;"Que_tan_importante_es_para_mi_que_la_empresa_mejore_en_la_forma_en_que_se_contrata_capacita_y_despide_el_personal
";Dimension_Salario_economico;Recibo_el_salario_de_forma_puntual_y_completo;Dimension_Expectativas_a_futuro;Dimension_Balance_vida-trabajo;La_compania_fomenta_el_equilibrio_entre_vida_personal_y_vida_familiar_;Dimension_Cultura;Muestro_un_sentimiento_de_orgullo_sobre_el_lugar_donde_trabajo;Recomiendo_a_otras_personas_sobre_las_vacantes_que_existen_en_esta_compania;La_empresa_donde_trabajo_tiene_buena_reputacion_en_el_sector;Que_tan_urgente_es_para_mi_que_la_compania_mejore_la_imagen_que_proyecta_hacia_el_sector_y_sus_colaboradores;Dimension_Mejoramiento_personal;La_empresa_se_preocupa_por_mi_como_persona;La_empresa_se_preocupa_por_mi_como_profesional;Dimension_Liderazgo;Tengo_una_buena_relacion_con_mi_jefe_o_supervisor;Mi_jefe_me_motiva_a_trabajar;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_bien;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_mal;Mi_jefe_es_un_lider_para_mi;Que_tan_urgente_es_para_mi_que_mejore_la_relacion_e_interrelacion_con_mi_jefe_inmediato;Recibo_toda_la_informacion_suficiente_para_realizar_bien_mi_trabajo;Las_instrucciones_que_recibo_de_mi_jefe_son_claras;Dimension_Percepcion_del_ambiente_de_trabajo;Percibo_un_buen_ambiente_laboral;Me_siento_conectado_con_mis_companeros_de_trabajo;Me_siento_conectado_con_otras_areas_de_la_compania;Percibo_que_aprovechan_mis_talentos_y_capacidades;Percibo_que_mi_salud_fisica_y_emocional_es_buena;Estoy_estresado_(a);Percibo_que_mi_salud_financiera_es_buena;La_compania_promueve_actividades_de_bienestar;He_participado_en_actividades_de_reconocimientos_a_empleados;De_1_a_5_evalua_el_clima_laboral_de_esta_organizacion_donde_1_mal_clima_y_5_buen_clima_laboral;Dimension_Comunicacion;La_alta_direccion_manifiesta_sus_objetivos_de_tal_forma_que_se_crea_un_sentido_comun_de_mision_identidad_y_proposito_entre_los_colaboradores;Recibo_noticias_de_la_organizacion;La_compania_me_informa_sobre_los_cambios_corporativos
225;5/21/24 8:39:15;5/21/24 10:48:27;anonymous;Generación Z;Masculino;Ibagué;;;2021;Tecnico;Soltero (a);No;Operativo;Guarda de seguridad ;4;3;4;6;4;2;6;6;7;6;5;6;7;6;5;6;5;No;No;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;No;Si;No;No;Si;Si;Si;Muy urgente;No;No;No;Si;No;No;No;No;No;Muy urgente;Si;No;No;No;No;Si;No;No;Si;No;No;No;1;Si;Si;Si;No
226;5/21/24 10:45:10;5/21/24 10:48:54;anonymous;Generación Z;Femenino;Ibagué;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;No;No;Si;No;No;No;No;Si;Poco urgente;No;Si;Si;Si;Si;No;No;No;Si;No;No;No;5;Si;Si;No;No
227;5/21/24 10:42:45;5/21/24 10:49:03;anonymous;Generación Z;Masculino;Ibagué;;;2021;Bachiller;Soltero (a);No;Administrativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
228;5/21/24 10:42:38;5/21/24 10:49:36;anonymous;Generación Z;Masculino;Ibagué;;;2018;Tecnico;Soltero (a);No;Operativo;Guarda de seguridad ;5;7;3;7;7;1;6;7;7;7;5;5;5;1;4;1;7;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;No;No;Si;No;No;No;No;No;Muy urgente;Si;No;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;3;Si;Si;No;No
229;5/21/24 10:42:44;5/21/24 10:49:51;anonymous;Generación Z;Masculino;Ibagué;;;2024;Bachiller;Soltero (a);No;Administrativo;Guarda de seguridad ;7;7;6;7;7;6;7;7;7;7;6;6;7;6;7;6;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
230;5/21/24 10:40:56;5/21/24 10:49:53;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2019;Bachiller;Soltero (a);No;Operativo;Vigilante ;7;7;7;7;7;7;7;7;7;7;7;7;7;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;4;Si;Si;Si;Si
231;5/21/24 10:45:26;5/21/24 10:50:15;anonymous;Generación Z;Masculino;Ibagué;;;2021;Bachiller;Soltero (a);No;Operativo;Vigilante ;7;7;6;6;7;6;6;7;7;7;6;6;7;6;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
232;5/21/24 10:45:01;5/21/24 10:51:37;anonymous;Generación Y (milenials);Femenino;Ibagué;;;2003;Profesional;Soltero (a);No;Administrativo;comercial, ventas y mantenimiento de clientes;7;7;7;7;6;6;7;6;7;7;6;6;7;6;7;6;6;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;No;4;Si;Si;No;No
233;5/21/24 10:46:41;5/21/24 10:52:28;anonymous;Generación Z;Femenino;Ibagué;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;6;7;7;6;7;7;7;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
234;5/21/24 10:40:09;5/21/24 10:53:31;anonymous;Generación Y (milenials);Femenino;Ibagué;;;2023;Profesional;Unión Libre;1;Administrativo;Psicologa;7;7;7;7;7;1;7;6;7;7;7;7;1;7;7;1;5;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;No;5;Si;Si;Si;Si
235;5/21/24 10:43:32;5/21/24 10:54:19;anonymous;Generación Z;Masculino;Ibagué;;;2020;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;7;7;1;7;7;3;3;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;No;Si;No;No;Muy urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;Si;3;Si;Si;Si;Si
236;5/21/24 10:38:23;5/21/24 10:54:23;anonymous;Generación X;Masculino;Barranquilla;Santa Marta;;2020;Tecnico;Casado (a);2;Operativo;Guarda de seguridad ;7;7;2;7;7;6;6;7;7;7;1;3;7;1;7;3;6;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;No;No;4;Si;Si;Si;Si
237;5/21/24 10:41:43;5/21/24 10:55:41;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2023;Tecnico;Casado (a);1;Operativo;Guarda de seguridad ;7;6;3;7;7;7;7;6;7;7;6;5;7;7;7;5;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;No;Si;No;No;No;No;No;Muy urgente;No;No;No;Si;Si;Si;No;Si;No;Muy urgente;Si;Si;Si;Si;No;No;No;Si;No;No;No;No;3;Si;Si;Si;No
238;5/21/24 10:43:28;5/21/24 10:55:55;anonymous;Generación X;Masculino;Ibagué;;;2021;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad;7;7;7;7;7;2;7;7;7;7;6;7;4;3;2;4;3;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;5;Si;Si;Si;Si
239;5/21/24 10:43:22;5/21/24 10:56:44;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2023;Bachiller;Soltero (a);No;Operativo;Vigilante;7;7;7;7;2;1;7;7;7;7;6;7;7;4;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
240;5/21/24 10:50:49;5/21/24 10:56:49;anonymous;Generación Z;Masculino;Ibagué;;;2022;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;5;Si;Si;Si;Si
241;5/21/24 10:48:51;5/21/24 10:58:25;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2022;Bachiller;Unión Libre;2;Operativo;Guarda ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
242;5/21/24 10:43:02;5/21/24 10:59:56;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2022;Bachiller;Unión Libre;3;Operativo;Guarda ;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
243;5/21/24 10:47:58;5/21/24 11:00:43;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2021;Bachiller;Viudo (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;3;7;7;7;7;7;7;7;5;7;3;7;No;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;No;Si;Si;Si;Si;Poco urgente;No;Si;No;Si;No;No;No;No;No;Muy urgente;Si;No;Si;Si;Si;Si;No;Si;No;Si;Si;Si;3;Si;Si;Si;Si
244;5/21/24 10:50:46;5/21/24 11:01:15;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2022;Bachiller;Unión Libre;No;Operativo;Guarda de seguridad ;5;5;3;4;1;1;5;5;4;5;4;5;4;6;7;5;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
245;5/21/24 10:55:59;5/21/24 11:03:24;anonymous;Generación Z;Masculino;Villavicencio;;;2024;Bachiller;Unión Libre;1;Operativo;Guardia motorizado ;3;3;4;3;4;3;4;4;5;5;5;3;4;4;4;5;5;Si;No;Si;Si;Si;No;Si;No;Si;Si;No;Si;Poco importante;Si;No;Si;No;Si;No;Si;Si;No;Poco urgente;Si;Si;Si;Si;Si;No;No;No;No;Poco urgente;Si;Si;No;Si;Si;Si;No;Si;Si;No;No;Si;4;No;Si;Si;Si
246;5/21/24 10:57:26;5/21/24 11:04:22;anonymous;Generación Z;Masculino;Ibagué;;;2021;Tecnico;Soltero (a);No;Operativo;Guarda movil;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;4;Si;Si;Si;Si
247;5/21/24 11:00:58;5/21/24 11:07:29;anonymous;Generación Z;Masculino;Ibagué;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
248;5/21/24 10:53:43;5/21/24 11:09:15;anonymous;Generación Z;Masculino;Ibagué;;;2024;Bachiller;Soltero (a);No;Operativo;Vigilancia privadad ;7;7;7;7;7;6;7;7;7;7;6;6;1;6;7;1;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;No;Si;No;No;Si;Si;4;Si;Si;Si;Si
249;5/21/24 11:02:17;5/21/24 11:10:52;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2021;Bachiller;Unión Libre;2;Operativo;Motorizado ;7;7;7;7;7;6;7;7;7;7;1;7;7;6;7;1;7;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;No;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
250;5/21/24 10:50:41;5/21/24 11:10:53;anonymous;Generación Y (milenials);Femenino;Ibagué;;;2022;Bachiller;Unión Libre;3;Operativo;Guarda de seguridad ;7;7;5;7;7;1;7;7;7;7;1;7;7;3;7;3;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
251;5/21/24 11:02:05;5/21/24 11:11:09;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2022;Bachiller;Unión Libre;3;Operativo;Guardar ;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
252;5/21/24 10:47:05;5/21/24 11:11:46;anonymous;Generación Z;Masculino;Ibagué;;;2022;Tecnico;Casado (a);No;Operativo;Guarda de suguridad;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;3;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
253;5/21/24 10:58:29;5/21/24 11:14:10;anonymous;Generación Y (milenials);Femenino;Ibagué;;;2022;Bachiller;Soltero (a);2;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;5;Si;Si;Si;Si
254;5/21/24 10:36:24;5/21/24 11:14:20;anonymous;Generación Y (milenials);Masculino;Barranquilla;Copey;;2021;Bachiller;Unión Libre;3;Operativo;Vigilante ;7;7;7;7;7;7;7;7;7;7;1;7;7;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
255;5/21/24 11:11:26;5/21/24 11:16:14;anonymous;Generación X;Masculino;Ibagué;;;2017;Tecnico;Casado (a);1;Operativo;Supervisor ;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
256;5/21/24 10:47:46;5/21/24 11:17:52;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2023;Bachiller;Casado (a);2;Operativo;Vijilante ;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;7;7;No;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;No;Si;Si;Si;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;3;Si;Si;Si;Si
257;5/21/24 11:04:56;5/21/24 11:18:17;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2023;Bachiller;Casado (a);1;Operativo;Guarda ;7;7;7;7;7;1;7;7;7;7;6;7;7;7;7;5;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;Muy importante;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
258;5/21/24 11:08:37;5/21/24 11:20:57;anonymous;Generación X;Masculino;Barranquilla;Cartagena;;2023;Bachiller;Casado (a);5 o mas;Operativo;Guarda;7;7;6;6;7;7;7;7;6;6;5;5;5;7;6;6;7;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;No;No;Si;Si;Muy urgente;Si;Si;No;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;No;Si;No;No;Si;No;4;Si;Si;Si;Si
259;5/21/24 11:15:14;5/21/24 11:22:30;anonymous;Generación X;Masculino;Barranquilla;Santa Marta;;2022;Bachiller;Casado (a);No;Operativo;Guarda de seguridad ;7;7;6;7;7;6;7;7;7;7;7;6;7;6;7;2;7;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
260;5/21/24 11:08:27;5/21/24 11:22:32;anonymous;Generación Z;Masculino;Ibagué;;;2024;Bachiller;Unión Libre;No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
261;5/21/24 10:43:53;5/21/24 11:23:17;anonymous;Generación Y (milenials);Femenino;Ibagué;;;2024;Bachiller;Soltero (a);3;Operativo;Guada de seguridad ;7;7;7;7;7;6;7;7;7;7;6;6;6;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;No;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
262;5/21/24 11:15:06;5/21/24 11:26:36;anonymous;Generación X;Masculino;Ibagué;;;2023;Tecnico;Soltero (a);3;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
263;5/21/24 11:14:37;5/21/24 11:27:21;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2002;Bachiller;Unión Libre;No;Operativo;Vigilante ;7;7;7;7;7;6;7;7;7;7;5;6;6;6;6;6;6;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;3;Si;Si;Si;Si
264;5/21/24 11:20:14;5/21/24 11:27:26;anonymous;Generación Z;Masculino;Ibagué;;;2022;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;1;7;7;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
265;5/21/24 11:22:01;5/21/24 11:29:54;anonymous;Generación Y (milenials);Femenino;Ibagué;;;2002;Bachiller;Soltero (a);3;Operativo;Guarda de seguridad ;7;6;5;7;7;6;7;6;7;7;6;5;6;6;7;4;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
266;5/21/24 11:20:54;5/21/24 11:32:35;anonymous;Generación X;Masculino;Bogotá;;;2023;Bachiller;Unión Libre;1;Administrativo;Guarda de seguridad ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;No;No;1;Si;Si;No;No
267;5/21/24 11:04:17;5/21/24 11:39:55;anonymous;Generación Y (milenials);Femenino;Ibagué;;;2023;Bachiller;Soltero (a);2;Operativo;Guarda de seguridad;7;7;7;7;7;7;7;7;7;7;7;7;7;3;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Poco urgente;Si;Si;No;No;No;Si;No;Si;No;Si;Si;No;5;Si;Si;No;No
